route_id,airline,origin_iata,origin_airport,origin_city,origin_country,origin_latitude,origin_longitude,destination_iata,destination_airport,destination_city,destination_country,destination_latitude,destination_longitude,region,distance_km,route_type,route_scope,summer_2026_status,point_type,path_order,latitude,longitude
QR-DOH-SYD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU,-33.946098,151.177002,Asia-Pacific,12375,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-33.946098,151.177002
QR-DOH-TAS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TAS,Tashkent International Airport,Tashkent,UZ,41.2579,69.281197,Caucasus & Central Asia,2411,Short-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,41.2579,69.281197
QR-DOH-TBS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TBS,Tbilisi International Airport,Tbilisi,GE,41.669201,44.9547,Caucasus & Central Asia,1923,Short-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,41.669201,44.9547
QR-DOH-TFU,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),CN,30.31252,104.441284,Asia-Pacific,5182,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,30.31252,104.441284
QR-DOH-TRV,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TRV,Thiruvananthapuram International Airport,Thiruvananthapuram,IN,8.481889,76.920029,Asia-Pacific,3265,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,8.481889,76.920029
QR-DOH-TUN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TUN,Tunis Carthage International Airport,Tunis,TN,36.851002,10.2272,Africa,4110,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,36.851002,10.2272
QR-DOH-TZX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TZX,Trabzon International Airport,Trabzon,TR,40.995098,39.7897,Europe,2061,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,40.995098,39.7897
QR-DOH-ULH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ULH,Al-Ula International Airport,Al-Ula,SA,26.483634,38.117048,Middle East,1356,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,26.483634,38.117048
QR-DOH-VIE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,VIE,Vienna International Airport,Vienna,AT,48.110298,16.5697,Europe,3969,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,48.110298,16.5697
QR-DOH-WAW,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,WAW,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671,Europe,3944,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,52.165699,20.9671
QR-DOH-YUL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,45.467837,-73.742294,Americas,10407,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,45.467837,-73.742294
QR-DOH-YYZ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,YYZ,Toronto Pearson International Airport,Toronto,CA,43.675935,-79.629421,Americas,10879,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,43.675935,-79.629421
QR-DOH-ZAG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ZAG,Zagreb Franjo Tuđman International Airport,Velika Gorica,HR,45.742901,16.0688,Europe,3890,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,45.742901,16.0688
QR-DOH-ZRH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,Europe,4495,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,47.458056,8.548056
